Locus_Name	Alias_Name	Description	Gene_Product	Phenotype	ORF_Name	SGDID
DBP3		ATP-dependent RNA helicase CA3 of the DEAD/DEAH box family	ATP dependent RNA helicase|dead/deah box protein CA3	Null mutant is viable	YGL078C	S0003046
DBP5	RAT8	Dead-Box protein 5	RNA helicase	dbp5(ts) strains exhibit rapid, synchronous accumulation of poly(A)+ RNA in nuclei when shifted to the non-permissive temperature	YOR046C	S0005572
DBP6		Dead Box Protein 6	RNA helicase (putative)	Null mutant is inviable; Dbp6p depletion leads to decreased production of the 27S and 7S precursors, resulting in a depletion of the mature 25S and 5.8S rRNAs	YNR038W	S0005321
DBP7		Dead-box protein	RNA helicase (putative)	Null mutant is viable but shows slow growth	YKR024C	S0001732
DBP8		Dead-Box Protein 8, ATP-dependent helicase involved in rRNA processing	dead box protein	Null mutant is inviable	YHR169W	S0001212
DBP9		Dead-Box Protein 9		Null mutant is inviable	YLR276C	S0004266
DBR1	PRP26	RNA lariat debranching enzyme	RNA lariat debranching enzyme	Null mutant is viable; reduces Ty1 transposition frequency; defective in the process of intron turnover	YKL149C	S0001632
DCC1		Defective in sister Chromatid Cohesion		benomyl sensitive and defective in sister chromatid cohesion	YCL016C	S0000521
DCD1		dCMP deaminase	dCMP deaminase	Null mutant is viable, resistant to 5-fluoro-2'-deoxycytidylate	YHR144C	S0001187
DCG1		Product of gene unknown			YIR030C	S0001469
DCI1	ECI2	Delta(3,5)-delta(2,4)-dienoyl-CoA isomerase	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase		YOR180C	S0005706
DCP1		Decapping protein involved in mRNA degradation		Null mutant is inviable in the FY1679 background, but viable, though grows slowly, in the CEN.PK141 background.	YOL149W	S0005509
DCP2	PSU1	Mrna Decapping. essential suppressor of the respiratory deficiency of a pet mutant			YNL118C	S0005062
DCP3					YEL015W	S0000741
DCR1		Dose-dependent Cell cycle Regulator		Other phenotypes: Shortens the G1 phase of the cell cycle when present in high-copy	YMR135C	S0004742
DCR2		Dose-Dependent Cell cycle Regulator		Other phenotypes: Shortens the G1 phase when present in high-copy	YLR361C	S0004353
DCS1	DcpS	trehalase-associated protein; hydrolase in the HIT superfamily.			YLR270W	S0004260
DCS2		Similar to mRNA decapping enzyme, HIT superfamily.			YOR173W	S0005699
DCW1		Defective Cell Wall. N-glycosylated, GPI-anchored membrane protein.			YKL046C	S0001529
DDC1		DNA damage checkpoint gene		Null mutant is viable, sensitive to DNA damage and defective in delaying G1-S and G2-M transistion and in decreasing rate of DNA synthesis when DNA is damaged during G1, G2 or S phase, respectively	YPL194W	S0006115
DDI1	VSM1	DNA Damage Inducible; binds to T- and V- snare complexes		Null mutant is viable	YER143W	S0000945
DDP1		Diadenosine and Diphosphoinositol Polyphosphate Phosphohydrolase	diadenosine and diphosphoinositol polyphosphate phosphohydrolase	none	YOR163W	S0005689
DDR2	DDRA2	DNA Damage Responsive		Null mutant is viable, shows no defect in heat shock recovery or thermotolerance and appear normal for DNA damage sensitivity and mutagenesis	YOL052C-A	S0005413
DDR48	FSP	DNA damage inducible; implicated in the production or recovery of mutations	contains >35 repeats of the amino acid sequence NNNDSYGS|flocculent specific protein	Null mutant is viable, displays reduced spontaneous mutation rate	YMR173W	S0004784
DDS2		Depressed DNA synthesis		Null phenotype unknown; temperature sensitive mutant ceases DNA synthesis at restrictive temperature		L0000499
DED1	SPP81	ATP-dependent RNA helicase of DEAD box family; suppressor of a pre-mRNA splicing mutation, prp8-1		Null mutant is inviable	YOR204W	S0005730
DED81		Asparaginyl-tRNA synthetase	asparaginyl-tRNA synthetase		YHR019C	S0001061
DEF1	VID31	RNA polymerase II DEgradation Factor 1	Rad26-interacting protein	Null: slow growth. Other phenotypes: unable to degrade RNAPII in response to UV-damage. def1delta and def1delta rad26delta cells are not UV-sensitive, but def1delta rad16delta and def1delta rad14delta cells are much more sensitive than the rad16delta and rad14delta single mutants. def1delta and to a much larger degree def1delta dst1delta are sensitive to the elongation inhibitor 6-azauracil.	YKL054C	S0001537
DEG1	PUS3	Similar to rRNA methyltransferase (Caenorhabditis elegans) and hypothetical 28K protein (alkaline endoglucanase gene 5' region) from Bacillus sp.		Null mutant is viable, but demonstrates depressed growth rate	YFL001W	S0001895
DEM1		weak similarity to Pta1p (pre-tRNA processing protein)			YBR163W	S0000367
DEP1	FUN54	Regulator of phospholipid metabolism		Null mutant is viable	YAL013W	S0000011
DER1		Degradation in the Endoplasmic Reticulum		Null mutant is viable, but blocks ER-degradation of target proteins	YBR201W	S0000405
DFG10		Protein required for filamentous growth, cell polarity, and cellular elongation		Null mutant is viable and defective in filamentous growth	YIL049W	S0001311
DFG16	ECM41|ZRG11	Involved in cell wall maintenance, filamentous growth		Null mutant is viable, a Tn3 insertion into this gene causes hypersensitivity to the cell surface polymer perturbing agent calcofluor white.	YOR030W	S0005556
DFG5		Protein required for filamentous growth, cell polarity, and cellular elongation		Null mutant is viable and defective in filamentous growth	YMR238W	S0004851
DFR1		dihydrofolate reductase	dihydrofolate reductase	Null mutant is viable, has an auxotrophic growth requirement for the C1 metabolites dTMP, adenine, histidine and methionine, and is unable to grow on glycerol	YOR236W	S0005762
DGA1		DiacylGlycerol Acyltransferase	Acyl-CoA : diacylglycerol acyltransferase		YOR245C	S0005771
DHH1		Putative RNA helicase of DEAD box family		Null mutant is viable, but grows poorly	YDL160C	S0002319
DHR2		DEAH-box protein involved in ribosome synthesis	Required for 18S ribosomal RNA synthesis	Null: essential	YKL078W	S0001561
DIA1		may be involved in invasive growth, pseudohyphal growth		Null mutant is viable and causes invasive growth in haploids and pseudohyphal growth in diploids	YMR316W	S0004935
DIA2	YOR29-31	Digs Into Agar		Enhanced invasive growth in haploids; haploid budding pattern becomes polar.	YOR080W	S0005606
DIA3		involved in invasive and pseudohyphal growth		Null mutant is viable and causes invasive growth in haploids and pseudohyphal growth in diploids	YDL024C	S0002182
DIA4		protein similar to bacterial seryl-tRNA synthases		Null mutant is viable and causes agar invasion in haploids, pseudohyphal growth in diploids; unable to grow on glycerol	YHR011W	S0001053
DIB1		Homolog of S. pombe dim1+	17 kDa U4/U6.U5 associated protein	Null mutant is inviable	YPR082C	S0006286
DIC1		mitochondrial dicarboxylate transport protein	dicarboxylate transport protein		YLR348C	S0004340
DID2	FTI1	Doa4-independent degradation; Rad52 Inhibitor (Fifty Two Inhibitor)	class E vacuolar-protein sorting and endocytosis factor	Overexpression causes growth inhibition and G2 arrest in rad52 and cdc9 mutants; null mutants are canavanine-hypersensitive, temperature sensitive, and suppress defects associated with loss of DOA4	YKR035W-A	S0006435
DID4	GRD7|REN1|VPL2|VPS2|VPT14		class E vacuolar-protein sorting and endocytosis factor	secretion of vacuolar proteins; canavanine-hypersensitive; temperature-sensitive; suppresses defects associated with loss of Doa4	YKL002W	S0001485
DIE2	ALG10	De-repression of ITR1 Expression	glucosyltransferase	Null mutant is viable	YGR227W	S0003459
DIE3		De-repression of ITR1 Expression				L0002803
DIG1	RST1	Down-regulator of Invasive Growth, Regulator of Sterile Twelve, binds Fus3 and Ste12	MAP kinase-associated protein	Null mutant is viable, shows abnormal bud morphology; dig1 dig2 double mutants show constitutive mating defect and invasive growth; overexpression causes pheromone resistance	YPL049C	S0005970
DIG2	RST2	Down-regulator of Invasive Growth, Regulator of Sterile Twelve	MAP kinase-associated protein	Null mutant is viable; dig1 dig2 double mutants show constitutive mating pheromone specific gene expression and invasive growth	YDR480W	S0002888
DIM1	cdh1	Dimethyladenosine transferase, (rRNA(adenine-N6,N6-)-dimethyltransferase),reponsible for m6[2]Am6[2]A dimethylation in 3'-terminal loop of 18S rRNA	dimethyladenosine transferase	Null mutant is inviable	YPL266W	S0006187
DIN7	DIN3	DNA-damage inducible gene			YDR263C	S0002671
DIP2	UTP12	part of small (ribosomal) subunit (SSU) processosome (contains U3 snoRNA); DOM34 Interacting Protein	U3 snoRNP protein		YLR129W	S0004119
DIP5		dicarboxylic amino acid permease	dicarboxylic amino acid permease	Null mutant is viable, exhibits loss of L-aspartate and L-glutamate uptake	YPL265W	S0006186
DIS1		Required for mitotic segregation, meiosis I segregation, and spore viability		mutants cause mitotic and meiotic nondisjunction		L0003943
DIS3	RRP44	Possible component of RCC1-Ran pathway	3'-5' exoribonuclease complex subunit	Null mutant is inviable	YOL021C	S0005381
DIT1		Disp. for spores & spore viability - required for dityrosine accumul. in the outer spore wall (s.w.), s.w. maturation & resist. to ether & lytic enzymes. Spore-autonomous function in heterozygotes. mRNA is trans. mid/late in s.w. formation	first enzyme in dityrosine synthesis in the outer layer of the spore wall pathway, converting L-tyrosine to N-formyl-L-tyrosine	lack outermost layer of spore wall	YDR403W	S0002811
DIT2	CYP56	Disp. for spores & spore viab. - required for dityrosine biosynth. & dityrosine accumul. in outer spore wall (s.w.); s.w. matur. & resist. to ether & lytic enz. mRNA trans. mid/late during s.w. formation	catalyzes oxidation of N-formyl tyrosine to N,N-bisformyl dityrosine in vitro|cytochrome P450 56	lack outermost layer of spore wall	YDR402C	S0002810
DJP1	ICS1|PAS22	DnaJ-like protein required for Peroxisome biogenesis; Djp1p is located in the cytosol		Null mutant is viable but shows partial mislocalisation of peroxisomal matrix proteins to the cytosol	YIR004W	S0001443
DLD1		mitochondrial enzyme D-lactate ferricytochrome c oxidoreductase	D-lactate ferricytochrome c oxidoreductase	Null mutant is viable and cannot grow on media containing lactate as the sole carbon source	YDL174C	S0002333
DLD2	AIP2	D-lactate dehydrogenase, located in mitochondrial matrix		Null mutant is viable	YDL178W	S0002337
DLD3		D-lactate dehydrogenase	D-lactate dehydrogenase		YEL071W	S0000797
DLT1		Defect at Low Temperature		Null: Poor growth at 15 degrees; phenotype is less apparent in prototrophic strains. Other phenotypes: Sensitive to heat shock and hydrogen peroxide	YMR126C	S0004733
DMC1	ISC2	Dispensable for double strand breaks, synaptonemal complexes, gene conversion in return to growth assay. Required for full pairing by in situ hybrid. assay, wt time of appearance of synaptonemal complexes and reciprocal Rec in growth assay	meiosis-specific protein related to RecA and Rad51p. Dmc1p colocalizes with Rad51p to discrete subnuclear sites in nuclear spreads during mid prophase, briefly colocalizes with Zip1p, and then disappears by pachytene	Null mutant is viable. dmc1 accumulates synaptonemal complex-related dense body, has processed double strand breaks with longer 3' ends, and either delays prophase or arrests in prophase at the mononucleate stage with duplicated spindle pole bodies and no spindles (dependent upon MEC1-, RAD17-, RAD24, and independent of RAD9). spo13 partially suppresses dmc1 meiotic lethality. spo11 and rad50 are epistatic to dmc1, suggesting a mid/late recombination function. mRNA is induced early in meiosis	YER179W	S0000981
DML1		Drosophila melanogaster Misato-like	Protein required for cell viability	Null: inviable. Other phenotypes: Meiotic progeny DML1 cells of the DML1/dml1Delta heterozygote are completely devoid of mtDNA ([rho0]). In addition, meiotic transmission of centromeric plasmids also appears to be impaired.	YMR211W	S0004824
DNA1	CDC22|MAK1-3			Deficient in the initiation step of DNA synthesis		L0000511
DNA2	WEB2	DNA replication helicase	DNA replication helicase	Null mutant is inviable	YHR164C	S0001207
DNA52		DNA synthesis		Null mutant is inviable; conditional allele demonstratescell-cycle arrest at the restrictive temperature with a large-budded terminal phenotype		L0000513
DNF1		Drs2 Neo1 Family	Potential aminophospholipid translocase	viable. drs2 dnf1 mutant grows slowly, massively accumulates intracellular membranes, and exhibits a substantial defect in the transport of alkaline phosphatase to the vacuole.	YER166W	S0000968
DNF2		Drs2 Neo1 Family	Potential aminophospholipid translocase	viable	YDR093W	S0002500
DNF3		Drs2 Neo1 Family	Potential aminophospholipid translocase	viable	YMR162C	S0004772
DNL4	LIG4	DNA ligase IV homolog	ATP dependent DNA ligase	Null mutant is viable, deficient in non-homologous double-strand end joining	YOR005C	S0005531
DNM1		Involved in receptor-mediated endocytosis and mitochondrial organization. Required for the cortical distribution of the mitochondrial network.	similar to dynamin GTPase	Null mutant is viable, shows mating defects consistent with a delay in receptor-mediated endocytosis	YLL001W	S0003924
DOA1	UFD3|ZZZ4	Required for normal intracellular ubiquitin metabolism and for normal rates of proteolysis of ubiquitin-dependent proteolytic substrates in vivo		Null mutant is viable and defective in degradation of ubiquitinated proteins; homozygous null diploid shows sporulation defect	YKL213C	S0001696
DOA4	DOS1|MUT4|NPI2|SSV7|UBP4	deubiquitinating enzyme; vacuole biogenesis gene	ubiquitin isopeptidase	Null mutant is viable, but exhibits uncoordinated DNA replication	YDR069C	S0002476
DOC1	APC10	Doc1p and Cdc26p are associated with the anaphase-promoting complex and are involved in the degradation of Clb2p		Null mutant is viable, grows slowly and forms colonies in which most of the cells have large buds and cannot grow at 37 degrees C; doc1-1 is temperature sensitive and shows a Clb2p degradation defect	YGL240W	S0003209
DOG1		2-deoxyglucose-6-phosphate phosphatase	2-deoxyglucose-6-phosphate phosphatase		YHR044C	S0001086
DOG2		2-deoxyglucose-6-phosphate phosphatase	2-deoxyglucose-6-phosphate phosphatase		YHR043C	S0001085
